Entry_ID,Age,Home_City_Tier,Willingness_To_Relocate,Preferred_Work_Model,Bilingual_Proficiency,Highest_Education_Level,Institution_Tier,Formal_Academic_Score_Normalized,Self_Taught_Indicator,Active_Certifications_Count,Competitive_Event_Experience,Months_Formal_Experience,Months_Gig_Or_Freelance_Experience,Number_Of_Completed_Projects,Has_Public_Portfolio,Leadership_Role_Experience,Client_Facing_Experience,Communication_Fluency_Score,Logical_Reasoning_Score,Adaptability_To_New_Tech,Crisis_Management_Score,Team_Collaboration_Score,Negotiation_Skill_Level,Basic_Software_Proficiency,Advanced_Software_Proficiency,Generative_AI_Familiarity,Social_Media_Leverage_Score,Available_Hours_Per_Week,Risk_Tolerance_Profile,Physical_Stamina_Requirement,Mapped_Target_Industry,Equivalent_Job_Role,Market_Value_LPA,Employability_Tier
156,28,1,0,2,1,2,3,74.4,1,0,1,0,6,4,1,0,1,9,3,6,4,10,1,2,4,1,5,60,1,0,Sales & People,Real Estate Agent,4.83,0
157,24,3,1,2,1,3,3,73.3,0,1,0,0,0,0,1,1,0,8,4,7,4,9,1,4,4,1,8,40,1,1,Tech & AI,Cybersecurity Trainee,6.23,1
158,18,2,1,1,1,2,3,67.5,1,3,0,36,12,7,1,0,1,5,9,5,10,6,1,4,2,1,8,20,0,1,Manual & Vocational,Chef,5.59,0
159,18,1,1,2,1,3,2,75.3,0,0,0,36,0,1,0,0,0,5,6,5,7,6,2,5,2,1,10,50,0,0,Design & Art,Fashion Stylist,6.4,1
160,37,3,1,2,1,3,3,62.2,0,3,1,12,0,4,1,0,0,8,9,4,9,4,1,3,5,1,10,40,0,0,Tech & AI,Prompt Engineer,7.49,1
161,30,3,1,2,1,2,2,67.1,0,1,1,12,12,2,1,1,1,6,4,8,10,6,1,1,2,0,2,30,0,0,Manual & Vocational,Master Electrician,3.52,0
162,26,2,1,0,1,3,3,68.5,1,2,1,24,12,9,1,0,0,3,8,8,3,9,3,5,1,1,4,40,0,1,Events & PR,Wedding Planner,5.71,0
163,20,3,1,1,1,2,3,75.6,1,1,0,0,6,6,1,1,0,10,10,9,2,6,1,3,5,0,10,20,0,1,Automotive & Travel,Logistics Coordinator,4.12,0
164,24,3,0,2,1,4,2,69.4,1,0,0,36,0,7,1,0,1,4,9,10,8,4,2,2,2,1,3,30,0,1,Media & Content,Social Media Strategist,6.22,1
165,23,1,1,1,1,1,3,62.1,1,0,1,24,0,1,0,1,0,6,8,4,5,7,1,5,3,0,1,20,1,0,Tech & AI,Junior Developer,6.42,1
166,25,3,1,1,1,2,3,57.5,1,1,0,24,24,8,0,1,0,4,8,4,6,6,2,2,1,1,5,50,1,1,Finance & Business,Financial Analyst,5.92,0
167,26,3,1,1,0,3,2,70.4,1,0,1,36,6,6,1,0,0,7,8,10,3,6,3,3,5,1,5,60,1,0,Manual & Vocational,Chef,5.42,0
168,22,2,1,1,1,0,3,72.7,1,0,1,0,0,2,0,0,1,7,7,4,10,9,3,5,4,1,9,40,1,0,Events & PR,Corporate Event Host,3.37,0
169,18,3,1,1,1,0,1,61.9,1,0,0,0,0,3,1,1,0,8,8,9,7,10,1,3,2,1,4,40,0,0,Finance & Business,Business Consultant,6.99,1
170,36,1,1,1,1,1,3,75.0,0,0,1,36,0,0,1,0,0,8,10,9,4,7,1,4,1,1,9,40,0,0,Manual & Vocational,Chef,4.21,0
171,27,3,1,0,1,2,3,88.2,1,1,1,36,0,3,1,0,0,9,6,6,3,5,2,3,1,1,4,20,0,0,Education & Humanities,Translator,6.22,1
172,29,3,0,1,1,3,2,72.1,1,0,1,60,12,5,0,1,1,9,6,9,4,4,2,5,1,1,5,20,1,0,Automotive & Travel,Travel Blogger,7.49,1
173,32,2,1,1,1,2,3,71.9,1,4,0,60,0,5,1,0,1,5,8,7,4,10,1,2,2,1,8,60,1,1,Design & Art,Illustrator,8.17,1
174,39,3,0,1,0,0,2,66.1,1,0,0,36,12,0,0,0,0,7,8,7,10,5,2,2,4,0,9,40,0,0,GreenTech & Science,Solar Technician,7.28,1
175,26,3,0,2,1,1,3,89.3,0,0,0,12,0,8,1,0,0,10,8,6,5,7,1,1,1,0,5,50,0,0,Sales & People,B2B Sales Exec,5.26,0
176,37,2,1,0,1,2,3,66.4,0,0,0,36,12,8,0,1,0,5,10,5,8,5,2,2,1,1,1,50,0,0,Automotive & Travel,Logistics Coordinator,5.82,0
177,34,3,1,0,0,3,3,68.0,1,3,0,48,0,5,0,0,0,4,4,4,6,10,1,3,3,1,3,60,0,1,Finance & Business,Startup Founder,7.19,1
178,34,1,1,1,1,1,3,73.8,0,2,0,36,0,2,1,0,1,10,10,4,7,8,1,2,5,1,10,30,0,0,Finance & Business,Financial Analyst,7.35,1
179,37,3,1,2,1,2,1,62.5,0,2,0,12,0,4,0,0,1,8,3,4,8,6,2,2,4,1,8,40,0,0,GreenTech & Science,Research Analyst,7.45,1
180,29,3,1,1,1,3,3,69.7,1,1,1,24,0,3,0,0,1,8,9,4,3,9,1,1,2,1,7,50,0,0,GreenTech & Science,Lab Assistant,6.37,1
181,24,3,1,1,1,2,3,80.2,1,0,1,12,0,2,0,0,1,6,9,5,5,4,2,2,1,0,4,30,1,0,Manual & Vocational,Chef,2.57,0
182,19,3,1,1,0,2,3,76.4,1,0,0,48,12,8,0,0,1,3,9,5,6,4,3,2,5,1,2,40,1,0,Finance & Business,Business Consultant,7.06,1
183,20,3,1,1,1,2,2,57.8,1,4,1,0,6,3,0,0,1,3,4,7,8,8,3,2,5,1,10,40,1,0,Fitness & Health,Yoga Instructor,4.22,0
184,34,3,1,2,1,2,1,68.6,0,0,0,48,0,8,0,0,0,4,8,10,2,9,2,4,2,1,7,40,0,0,Fitness & Health,Yoga Instructor,5.98,0
185,22,3,1,2,1,2,1,62.7,0,2,1,0,0,9,0,0,0,7,8,6,8,5,2,4,1,1,10,50,0,0,Events & PR,Corporate Event Host,5.53,0
186,34,3,1,2,1,3,2,84.9,1,1,0,12,0,4,0,0,1,9,7,8,3,6,1,1,3,1,2,50,0,0,Fitness & Health,Gym Manager,4.27,0
187,34,3,0,1,1,3,2,75.6,1,0,1,12,0,3,0,0,0,9,8,4,8,9,1,2,3,0,4,40,0,0,Events & PR,Talent Manager,4.65,0
188,34,2,0,1,1,2,2,58.5,1,3,1,48,6,1,0,0,1,7,10,6,10,8,1,3,1,1,7,40,0,0,Finance & Business,Financial Analyst,7.08,1
189,19,3,0,2,1,2,3,80.9,1,0,0,60,24,7,1,0,1,6,10,6,9,7,3,2,3,0,6,50,1,1,Education & Humanities,Translator,5.93,0
190,19,3,1,1,0,2,2,77.1,0,0,1,0,24,6,1,0,1,10,7,9,3,6,1,5,5,0,1,40,1,0,Sales & People,Real Estate Agent,4.93,0
191,39,3,1,1,1,1,3,54.2,0,0,1,48,0,5,0,0,1,8,5,8,9,7,3,4,3,0,5,40,0,1,Tech & AI,Cloud Architect,5.98,0
192,22,3,1,0,1,2,2,71.9,1,0,0,48,24,9,0,0,1,7,6,6,10,5,1,1,4,1,8,60,0,1,Design & Art,UI/UX Designer,6.35,1
193,18,1,1,0,0,2,3,71.4,0,2,0,36,0,5,1,0,0,6,5,7,10,8,1,5,2,1,5,40,0,0,Finance & Business,Startup Founder,6.22,1
194,18,3,1,0,1,2,2,77.1,1,0,0,0,12,7,0,1,1,5,3,7,4,7,1,4,1,1,7,40,0,0,Automotive & Travel,Test Driver,4.66,0
195,36,2,0,2,1,0,2,66.7,1,1,0,24,6,3,0,0,0,8,9,8,8,4,1,1,3,0,8,40,0,0,Automotive & Travel,Mechanic,4.98,0
196,19,3,1,0,1,2,2,55.7,0,1,1,36,6,0,0,0,1,7,7,4,7,10,1,5,4,0,5,50,0,1,Sales & People,Customer Success Manager,5.39,0
197,38,3,0,2,1,3,3,61.3,1,2,0,24,0,7,1,0,1,7,10,7,5,10,3,3,5,1,5,40,1,0,Fitness & Health,Yoga Instructor,5.2,0
198,29,3,1,1,1,2,3,80.8,1,1,0,60,6,9,0,1,0,8,10,6,7,4,1,5,3,0,8,40,1,1,Design & Art,Animator,5.73,0
199,23,3,1,0,1,1,1,71.6,1,1,0,12,0,6,1,0,0,8,3,9,4,9,1,5,3,0,8,20,0,0,Tech & AI,Blockchain Dev,6.62,1
200,21,3,1,2,0,2,3,67.4,1,0,1,0,0,3,0,0,1,6,10,4,8,7,2,4,4,0,3,20,0,1,Design & Art,Illustrator,3.17,0
201,28,3,1,1,0,3,3,59.8,0,0,1,0,0,9,1,0,1,8,8,6,5,5,1,3,3,1,9,30,0,1,Events & PR,Wedding Planner,5.25,0
202,34,3,1,1,1,2,2,60.5,0,0,0,60,24,9,0,0,0,9,9,9,7,4,1,5,3,0,10,40,1,0,Design & Art,UI/UX Designer,6.54,1
203,23,2,1,1,1,2,3,56.6,0,0,1,0,6,6,1,0,1,6,10,8,6,10,3,4,1,0,4,50,0,0,Sales & People,B2B Sales Exec,3.68,0
204,22,3,0,1,1,2,2,66.4,1,0,0,24,0,4,0,0,0,5,6,5,10,7,1,4,3,1,8,20,0,0,Events & PR,Talent Manager,4.9,0
205,37,3,1,2,1,1,1,77.9,1,0,1,24,0,0,0,0,1,8,3,9,8,4,1,5,3,0,2,40,0,1,Design & Art,Animator,6.45,1
206,19,3,0,1,1,0,3,47.5,0,1,0,12,0,4,1,0,0,4,4,4,6,10,3,3,4,0,1,50,1,0,Manual & Vocational,Tailor,3.45,0
207,23,3,1,1,1,1,3,64.2,0,2,0,60,0,6,0,0,0,6,10,5,9,8,3,2,1,1,7,40,1,0,Finance & Business,Accountant,6.93,1
208,39,3,1,1,1,2,1,56.0,1,0,1,0,0,9,0,0,1,10,7,10,7,7,1,1,1,0,7,40,0,0,Sales & People,Customer Success Manager,5.44,0
209,28,2,1,0,1,0,3,62.5,0,4,0,36,0,3,0,1,1,4,4,5,9,7,3,5,4,1,8,20,0,1,Automotive & Travel,Logistics Coordinator,6.73,1
210,33,2,1,2,0,4,3,78.7,1,2,0,0,0,0,0,0,0,6,10,5,10,6,2,3,4,0,2,40,0,1,Events & PR,Corporate Event Host,3.24,0
211,33,3,0,2,1,2,3,80.9,1,4,1,36,0,8,0,1,1,10,6,10,7,10,3,3,4,0,6,40,0,0,Sales & People,B2B Sales Exec,6.49,1
212,18,2,0,2,0,2,3,78.6,0,0,1,0,6,8,1,0,1,7,8,4,3,5,2,2,3,1,6,40,1,0,Education & Humanities,Historian/Archivist,3.74,0
213,26,2,0,1,1,2,3,69.5,0,0,0,48,0,4,1,0,0,9,3,10,3,7,1,5,4,1,9,40,0,1,Media & Content,Social Media Strategist,6.73,1
214,23,3,0,2,1,4,3,63.6,0,0,0,12,0,5,0,0,1,9,9,9,9,4,3,3,5,1,1,40,0,0,Events & PR,Corporate Event Host,5.07,0
215,33,3,1,2,1,2,2,75.4,1,0,0,60,0,7,1,1,0,5,5,8,2,9,1,1,5,1,5,20,1,0,Automotive & Travel,Test Driver,6.82,1
216,20,3,1,2,1,1,3,62.7,0,0,1,0,12,4,0,0,0,3,4,4,8,10,3,2,5,0,5,50,0,0,Manual & Vocational,Carpenter,2.11,0
217,37,2,1,2,0,2,3,62.1,1,0,0,36,6,5,1,1,1,3,4,6,6,5,2,4,2,1,7,40,0,1,GreenTech & Science,Solar Technician,5.88,0
218,21,3,1,2,1,1,2,83.9,0,2,0,0,0,8,1,0,0,3,5,6,3,8,2,4,1,0,4,60,1,0,Tech & AI,Junior Developer,6.32,1
219,36,3,1,2,1,2,3,60.3,1,3,0,24,12,5,0,0,0,6,6,5,4,8,3,1,2,1,9,40,0,1,GreenTech & Science,Research Analyst,6.44,1
220,20,2,1,1,1,2,2,81.8,1,0,0,36,0,8,0,1,0,9,6,10,3,8,2,2,5,0,9,50,1,0,Media & Content,Podcast Host,5.55,0
221,36,3,0,1,1,2,3,61.4,1,1,0,36,0,1,1,0,1,4,10,8,4,7,1,3,5,1,9,60,0,1,Sales & People,Retail Supervisor,5.81,0
222,37,3,1,2,0,2,3,72.9,1,2,0,24,0,7,1,1,0,3,3,10,5,8,1,4,4,1,2,50,0,1,Education & Humanities,Career Counselor,5.55,0
223,24,3,0,0,0,4,2,66.4,0,2,0,0,12,7,1,0,0,6,7,10,8,8,3,4,3,0,9,40,0,1,Tech & AI,Junior Developer,5.48,0
224,37,2,1,0,1,2,2,67.1,0,1,0,0,0,3,1,0,1,5,7,6,5,4,1,3,4,0,3,30,1,0,Fitness & Health,Sports Physiotherapist,3.55,0
225,26,3,1,1,0,3,3,62.5,1,0,1,0,0,9,1,0,0,8,8,5,6,8,3,2,5,0,10,40,1,0,Sales & People,Retail Supervisor,4.81,0
226,18,2,1,1,1,2,3,76.7,0,4,0,0,12,1,0,1,0,8,6,5,5,7,1,3,4,1,2,50,0,0,Design & Art,Interior Decorator,4.73,0
227,25,2,0,1,1,2,2,79.2,0,0,0,24,6,2,0,1,0,10,6,4,7,9,1,1,3,0,10,50,0,0,Fitness & Health,Personal Trainer,3.75,0
228,24,3,1,2,1,0,2,81.8,1,2,1,0,0,7,0,0,0,6,8,4,3,10,1,1,2,1,2,40,0,0,GreenTech & Science,Urban Farmer,7.03,1
229,35,3,0,2,1,4,2,61.5,1,1,1,12,12,6,1,0,1,5,4,8,10,5,3,3,5,1,7,40,0,0,Education & Humanities,Historian/Archivist,4.7,0
230,25,3,1,0,0,2,1,81.6,1,2,0,12,0,8,1,0,1,7,4,4,2,10,1,5,4,1,4,50,0,0,Finance & Business,Startup Founder,7.68,1
231,18,3,1,1,1,3,3,78.4,0,0,0,36,6,5,0,0,0,5,6,9,7,5,1,2,3,1,5,40,0,1,Finance & Business,Business Consultant,5.88,0
232,28,2,1,1,1,2,3,49.6,0,1,0,36,24,4,0,0,0,3,4,6,5,8,3,1,1,0,4,50,0,1,Manual & Vocational,Plumber,3.37,0
233,35,3,0,1,0,2,3,71.8,0,2,0,36,24,4,1,0,0,4,6,5,6,4,1,4,5,0,6,40,1,0,Sales & People,Customer Success Manager,5.51,0
234,27,1,1,2,1,2,1,79.6,1,1,0,12,6,8,0,0,1,9,8,6,2,6,1,1,5,0,10,40,1,0,Tech & AI,Prompt Engineer,8.11,1
235,20,3,1,2,1,1,2,72.4,0,1,0,60,6,6,1,1,1,6,9,4,6,10,2,5,1,0,8,20,1,0,Education & Humanities,Translator,6.04,1
236,24,3,0,1,1,0,3,63.7,1,3,1,24,12,7,0,0,0,10,5,9,10,4,1,5,5,1,9,50,0,0,Events & PR,Wedding Planner,6.47,1
237,33,3,1,0,1,2,3,54.0,0,2,0,12,6,1,0,0,0,10,3,7,8,5,1,2,5,0,7,40,0,0,Events & PR,PR Executive,4.53,0
238,33,3,1,2,1,1,3,60.1,1,1,0,12,0,8,0,0,0,6,7,7,5,7,2,4,5,0,10,40,0,1,Finance & Business,Financial Analyst,5.17,0
239,37,3,0,1,1,3,2,74.6,0,1,1,24,0,1,1,0,0,4,8,4,7,4,1,5,3,1,1,40,0,0,Manual & Vocational,Tailor,4.88,0
240,34,3,0,1,1,2,2,56.6,1,0,0,0,0,4,0,0,0,8,9,9,8,7,2,1,3,1,2,50,0,1,Design & Art,Animator,4.52,0
241,19,3,0,2,1,2,3,64.7,1,1,0,24,0,2,0,0,0,10,6,10,5,10,1,2,3,0,10,40,0,1,Media & Content,Copywriter,4.72,0
242,18,3,0,2,1,3,1,73.2,0,1,0,0,6,6,1,0,1,8,3,7,6,7,2,5,3,1,7,50,0,0,Automotive & Travel,Tour Guide,6.31,1
243,33,3,0,0,1,0,3,63.4,1,2,0,36,0,3,0,0,0,4,5,10,7,9,3,2,5,0,1,20,0,0,Manual & Vocational,Carpenter,3.82,0
244,29,3,0,0,0,2,3,59.3,0,0,0,12,12,8,1,1,0,10,7,10,3,8,1,3,2,1,2,40,0,0,Manual & Vocational,Master Electrician,3.4,0
245,22,3,0,0,1,0,3,59.4,0,3,1,48,24,2,0,1,0,7,7,5,7,10,3,3,3,1,1,40,1,0,Tech & AI,Cybersecurity Trainee,7.51,1
246,22,1,0,2,1,3,2,79.4,1,0,0,24,12,8,1,0,0,7,3,8,6,6,1,5,3,1,10,40,0,0,GreenTech & Science,E-Waste Consultant,6.61,1
247,26,2,1,0,1,4,2,65.7,0,1,1,0,12,9,0,0,0,8,9,6,7,5,1,2,4,1,7,40,0,0,Fitness & Health,Yoga Instructor,3.8,0
248,26,3,1,1,1,1,3,62.6,1,0,0,0,6,7,1,0,0,8,7,9,5,5,1,2,1,1,8,20,0,1,Manual & Vocational,Plumber,2.91,0
249,20,3,1,2,1,1,3,51.7,1,2,0,24,24,4,1,0,1,5,4,9,6,10,3,3,4,0,6,40,1,0,Design & Art,Interior Decorator,5.53,0
250,36,3,1,2,0,2,3,85.3,1,2,1,12,0,2,0,0,0,5,10,7,7,6,2,1,4,0,4,40,0,1,Design & Art,Animator,4.21,0
251,33,3,0,1,1,4,3,62.9,0,3,1,0,6,5,0,1,0,5,6,4,3,7,2,4,4,1,1,60,1,1,Tech & AI,Prompt Engineer,6.09,1
252,33,2,1,2,0,2,2,74.9,1,0,0,36,24,5,1,0,1,7,3,5,4,10,1,4,5,0,8,40,1,1,Finance & Business,Business Consultant,6.89,1
253,20,3,1,2,1,2,2,80.2,1,1,0,36,0,2,1,1,0,8,4,7,7,6,1,1,2,0,7,60,1,0,Manual & Vocational,Plumber,4.73,0
254,37,3,1,0,1,2,1,66.6,1,3,1,0,12,5,1,1,0,6,6,8,3,8,2,2,3,1,2,40,1,1,Automotive & Travel,Tour Guide,6.52,1
255,39,3,1,2,1,2,3,60.3,1,4,1,12,0,5,1,1,1,9,3,4,9,4,1,4,1,1,1,30,0,1,Fitness & Health,Personal Trainer,5.05,0
256,18,3,1,1,1,2,3,56.6,1,2,0,24,6,7,1,0,0,9,4,6,2,10,2,5,5,0,5,40,1,0,Tech & AI,Data Analyst,5.91,0
257,37,2,1,1,1,1,2,73.8,0,0,0,0,0,9,1,0,1,4,7,4,5,9,1,2,3,1,9,40,0,0,Fitness & Health,Dietician,3.99,0
258,28,1,1,1,1,3,2,79.8,1,0,0,12,6,1,0,1,1,9,7,7,8,4,1,1,5,1,9,60,0,0,Finance & Business,Stock Trader,5.1,0
259,34,3,1,2,1,2,3,67.0,0,1,0,12,0,6,1,0,0,10,8,4,7,7,1,3,2,0,7,20,0,1,Finance & Business,Financial Analyst,5.3,0
260,25,3,1,1,0,3,3,70.4,1,3,0,60,0,9,0,1,1,4,4,9,2,5,1,4,1,1,8,40,0,0,Automotive & Travel,Tour Guide,6.49,1
261,21,3,0,0,1,2,3,66.0,1,1,0,24,0,6,1,1,0,7,9,5,6,9,3,5,1,1,1,50,0,0,Fitness & Health,Dietician,4.54,0
262,23,3,1,2,1,1,3,65.3,0,0,1,0,0,2,0,1,1,8,6,9,6,5,3,3,4,1,5,40,0,0,Media & Content,Copywriter,4.31,0
263,25,1,1,2,1,2,2,83.7,1,2,0,60,6,3,0,0,1,7,3,10,2,4,2,1,5,0,2,30,1,1,Media & Content,Podcast Host,5.99,0
264,37,3,1,1,1,2,3,73.3,0,0,0,24,0,0,0,0,0,9,6,6,5,7,1,1,5,1,2,40,0,0,Education & Humanities,Career Counselor,4.25,0
265,20,3,0,2,0,1,3,65.9,1,2,0,0,0,2,1,0,0,3,8,8,6,10,3,5,4,0,1,40,0,0,Finance & Business,Financial Analyst,4.48,0
266,33,3,0,1,1,2,3,66.7,1,0,1,36,24,7,1,0,1,8,7,4,4,8,1,1,2,1,6,50,0,1,Tech & AI,Prompt Engineer,7.11,1
267,20,3,0,1,1,1,2,65.2,0,2,0,48,0,5,0,0,0,8,3,4,6,6,1,1,5,1,7,30,1,1,Fitness & Health,Sports Physiotherapist,6.46,1
268,35,3,1,0,1,3,3,62.6,1,1,0,24,12,6,1,0,0,4,8,8,9,8,2,1,5,0,7,20,0,1,Education & Humanities,Historian/Archivist,4.32,0
269,31,3,0,1,1,4,3,71.1,0,4,0,60,24,4,1,0,0,10,5,10,10,7,2,4,5,0,3,40,0,1,Events & PR,Talent Manager,8.15,1
270,35,2,0,2,1,2,3,54.1,1,1,0,24,0,5,0,0,1,10,4,10,3,8,1,4,2,1,1,40,0,1,Finance & Business,Financial Analyst,5.6,0
271,19,2,1,1,1,3,1,57.8,1,0,1,0,6,4,1,1,1,10,5,6,8,7,1,2,1,0,4,40,0,0,Fitness & Health,Personal Trainer,4.67,0
272,39,3,1,1,1,1,3,62.8,1,1,0,12,24,8,0,1,0,5,7,9,5,10,3,3,1,0,3,60,1,1,Events & PR,PR Executive,3.53,0
273,20,3,1,2,1,0,3,73.0,1,1,1,36,0,5,0,1,1,8,4,6,4,6,2,2,4,0,8,40,0,1,Sales & People,Real Estate Agent,6.01,1
274,33,3,1,2,1,2,2,61.0,0,0,1,36,0,5,0,1,1,6,9,6,6,7,2,4,5,1,4,60,1,0,GreenTech & Science,Solar Technician,8.27,1
275,26,3,1,1,1,1,3,83.8,0,0,0,24,0,2,1,1,0,8,10,7,5,7,1,3,3,0,9,30,0,0,Sales & People,B2B Sales Exec,5.42,0
276,21,3,0,2,1,1,2,63.5,1,0,0,0,12,1,0,1,1,6,7,6,4,5,1,1,1,0,4,30,1,0,Design & Art,Interior Decorator,4.22,0
277,18,3,1,1,1,2,3,67.8,0,0,1,0,24,9,1,1,0,3,5,6,10,9,1,2,5,0,2,40,1,0,Events & PR,PR Executive,3.76,0
278,21,2,1,1,1,3,2,77.0,1,1,0,0,6,8,1,0,1,3,8,4,3,9,1,3,2,1,3,40,0,0,GreenTech & Science,E-Waste Consultant,6.63,1
279,18,2,0,1,1,2,3,63.8,1,0,0,0,0,8,1,1,1,5,9,9,8,4,1,4,1,0,9,40,0,0,Education & Humanities,Career Counselor,3.25,0
280,31,2,1,0,1,2,1,83.0,1,4,0,48,0,2,0,1,0,4,10,4,7,5,3,3,1,0,7,20,0,1,Automotive & Travel,Test Driver,7.61,1
281,38,3,1,2,1,2,2,68.5,1,0,0,12,0,4,1,1,1,8,8,8,4,8,3,5,2,0,2,40,1,1,Automotive & Travel,Travel Blogger,5.19,0
282,33,1,1,2,1,2,1,73.1,1,1,0,0,0,9,1,0,1,7,10,4,4,4,3,2,4,1,3,50,0,0,Manual & Vocational,Carpenter,4.58,0
283,37,3,0,2,0,2,3,67.7,0,3,0,36,6,1,1,1,1,7,6,7,4,6,1,1,5,1,5,40,0,1,Finance & Business,Stock Trader,6.71,1
284,25,2,1,1,1,3,1,70.0,0,0,1,48,0,8,0,0,0,10,9,6,8,7,1,5,4,1,8,50,0,1,Manual & Vocational,Master Electrician,5.87,0
285,24,3,1,0,1,0,2,63.9,0,1,1,12,24,8,0,1,0,6,4,5,4,8,2,4,4,0,2,40,0,0,Finance & Business,Financial Analyst,5.57,0
286,20,3,1,2,0,3,2,65.5,1,1,1,0,0,6,1,0,0,6,5,4,8,8,1,3,3,0,1,50,1,0,Events & PR,PR Executive,3.8,0
287,34,3,1,0,1,1,2,66.4,0,0,1,24,6,4,0,0,0,4,5,4,7,7,3,3,5,1,8,40,0,0,Education & Humanities,Life Coach,4.81,0
288,18,2,1,1,1,2,3,71.8,1,0,0,0,0,5,1,1,0,3,5,8,7,10,2,5,4,1,8,40,0,1,Manual & Vocational,Plumber,3.15,0
289,33,2,1,0,1,0,3,57.6,0,1,0,12,0,7,1,0,1,10,4,8,8,6,3,1,5,1,3,40,0,0,Events & PR,PR Executive,5.2,0
290,29,3,0,1,1,4,2,74.0,0,1,0,12,12,5,0,0,0,3,7,5,7,7,1,2,1,0,7,40,1,0,Sales & People,Real Estate Agent,3.95,0
291,36,3,1,0,1,4,3,76.5,0,1,0,0,6,0,1,1,0,8,4,4,4,8,3,2,2,0,6,40,0,0,GreenTech & Science,Solar Technician,4.71,0
292,39,3,1,0,0,4,2,81.5,1,1,1,0,0,2,1,0,0,5,9,7,4,8,2,2,5,1,8,30,1,1,Sales & People,Real Estate Agent,4.96,0
293,39,3,1,1,0,0,3,67.9,1,0,0,60,0,4,0,0,1,10,5,9,7,8,3,2,3,0,4,40,0,1,Manual & Vocational,Master Electrician,4.34,0
294,31,2,1,1,1,2,3,71.5,1,2,0,12,12,8,0,0,0,6,5,6,7,9,2,4,5,0,3,20,0,0,Manual & Vocational,Plumber,3.16,0
295,23,2,1,1,0,2,3,63.5,1,0,0,60,0,3,1,1,0,6,5,7,9,6,3,4,2,1,10,60,0,1,Finance & Business,Financial Analyst,6.83,1
296,23,3,1,0,0,4,2,84.5,1,1,1,12,0,0,0,0,0,3,3,4,5,8,1,1,5,0,9,50,0,1,Manual & Vocational,Plumber,3.12,0
297,30,3,0,0,1,2,2,63.5,1,0,1,24,0,0,0,0,0,10,9,10,4,7,2,4,5,1,1,40,1,0,Events & PR,Wedding Planner,6.45,1
298,36,2,1,0,1,2,2,71.2,0,0,1,48,0,9,0,1,0,3,4,5,10,6,2,3,3,1,4,50,0,1,GreenTech & Science,Solar Technician,7.28,1
299,39,3,1,2,1,2,3,88.3,1,3,1,0,0,9,0,1,0,7,7,8,10,4,3,1,4,1,10,40,0,0,Automotive & Travel,Mechanic,4.83,0
300,25,3,1,0,1,4,2,77.8,1,1,1,12,0,8,0,1,0,7,3,5,4,5,1,4,2,1,5,40,0,0,Sales & People,Real Estate Agent,4.37,0
301,19,3,1,2,1,2,2,52.4,1,2,1,36,6,6,0,1,1,10,3,5,4,7,1,3,5,0,8,40,0,0,Finance & Business,Startup Founder,5.89,0
302,38,2,1,2,1,2,3,68.6,0,2,0,0,0,2,0,0,0,8,5,8,9,7,3,5,1,0,1,40,0,0,Education & Humanities,Tutor,3.21,0
303,18,2,1,2,1,2,3,72.2,1,2,0,48,0,5,1,0,1,3,6,4,8,5,2,5,1,1,7,40,0,1,GreenTech & Science,Research Analyst,7.04,1
304,32,3,1,2,1,0,1,58.8,0,4,0,12,12,3,1,0,1,5,5,5,7,10,2,4,5,1,7,60,0,0,Education & Humanities,Historian/Archivist,6.41,1
305,18,2,1,2,1,2,3,92.3,1,0,0,24,0,3,0,0,1,4,3,6,9,4,1,2,5,0,3,50,0,0,Finance & Business,Financial Analyst,5.4,0
306,22,1,1,2,1,1,3,51.7,0,1,1,36,12,1,0,1,1,9,4,6,6,6,1,5,2,1,4,40,1,0,Fitness & Health,Sports Physiotherapist,4.89,0
307,33,3,1,2,1,2,3,79.3,1,2,1,12,0,9,0,0,0,7,5,10,2,9,3,4,4,0,4,50,0,0,Events & PR,Wedding Planner,4.14,0
308,36,2,1,1,1,3,2,69.5,1,2,0,48,0,5,1,0,0,5,10,5,9,4,3,4,5,0,8,40,0,0,Automotive & Travel,Logistics Coordinator,6.88,1
309,21,3,1,2,1,3,3,61.9,1,0,0,0,6,1,0,0,0,8,5,8,3,8,1,4,5,0,7,50,1,1,Events & PR,PR Executive,3.89,0
310,20,3,1,2,0,4,2,76.8,0,1,0,12,0,2,1,1,0,4,9,10,4,10,1,5,2,1,2,40,1,1,Sales & People,B2B Sales Exec,5.38,0
311,34,3,1,0,1,1,2,65.7,1,2,1,0,6,4,1,1,1,8,6,10,4,4,2,1,3,1,8,40,1,0,Tech & AI,Prompt Engineer,6.73,1
312,34,2,1,2,0,2,3,92.7,1,3,0,0,6,9,1,0,1,4,6,6,7,8,1,2,2,0,8,40,0,0,Events & PR,Talent Manager,3.95,0
313,29,3,1,2,1,2,1,75.1,1,1,1,12,0,2,0,1,0,10,7,6,5,10,1,4,2,0,5,40,0,0,GreenTech & Science,Lab Assistant,6.75,1
314,31,3,1,1,0,2,3,75.1,1,0,1,36,24,1,0,1,0,6,6,4,4,8,1,5,1,1,10,40,0,1,Manual & Vocational,Plumber,4.23,0
315,38,3,0,1,0,4,2,69.9,1,0,1,48,6,2,1,0,1,6,6,6,3,8,1,1,3,0,1,40,0,0,Education & Humanities,Historian/Archivist,5.56,0
